Date,Location,AQI,NO2,SO2,PM2.5,PM10
2023-01-01,Adilabad,79.97966043062725,11.532427048411838,14.11901577439136,64.2957587229012,71.21455869871436
2023-01-02,Adilabad,126.96484687034328,14.899935556656992,26.246347549592294,101.76924830038944,110.37300480585796
2023-01-03,Adilabad,137.97496644027186,15.10081150153165,22.189126720189822,110.40593221394082,119.4229553627362
2023-01-04,Adilabad,132.9888274838504,14.997078118329089,24.11160987128008,106.7382401958548,115.29606543703116
2023-01-05,Adilabad,102.0099174875442,11.063798229205856,16.19348042719145,81.33497514482845,88.09952654632082
2023-01-06,Adilabad,84.01532213785426,10.043777439092333,10.536013679565173,67.56508779058296,72.95059927071205
2023-01-07,Adilabad,140.98072989663956,15.521189236364648,32.11836284409193,112.92091416300477,121.01810823141074
2023-01-08,Adilabad,145.98889199758796,13.354176957136442,12.028615382116882,116.95946506661112,125.90283686915996
2023-01-09,Adilabad,136.00278072336218,14.86498752717528,28.109367713902948,108.69935157285845,116.80446910769564
2023-01-10,Adilabad,138.00750123445204,14.056685051652156,26.494572743171997,110.6018063118086,119.70397601937437
2023-01-11,Adilabad,123.02433695780528,14.59712172565157,16.36531434006384,98.580505297639,107.46100555875452
2023-01-12,Adilabad,198.9866727054339,16.39295119498155,26.48125638165883,176.5675241086805,187.7717132697665
2023-01-13,Adilabad,209.971597841725,14.21134298034138,31.035669216187483,191.18067493042932,198.87414295285703
2023-01-14,Adilabad,175.78410441125084,17.278849750525385,32.68409118203741,150.68882300624298,156.82884621599183
2023-01-15,Adilabad,114.381783239856,12.468978816938268,25.715150525051317,99.45966907599114,105.1524348962962
2023-01-16,Adilabad,64.43763066544668,7.037765185335677,7.879419302482471,55.97778449473138,60.28839193580167
2023-01-17,Adilabad,123.93314530006238,7.606032445833792,6.283040188605926,103.16435434984275,107.22896545224596
2023-01-18,Adilabad,198.1495215075776,17.705272328545394,44.14478151128292,167.80743884508124,175.6188571076976
2023-01-19,Adilabad,171.1904739232764,13.957461746613252,7.757010370449745,156.91205560700791,165.4729729771596
2023-01-20,Adilabad,151.59790974622123,12.04737954894015,26.415709085188134,133.66456528831728,140.61228839931604
2023-01-21,Adilabad,140.91574803141168,12.376125793521297,16.066976318488088,118.18172569781532,126.97130805046515
2023-01-22,Adilabad,135.9756975985221,12.57095340586174,8.163280599259789,116.59534486743502,123.6967798307893
2023-01-23,Adilabad,144.4256470453914,8.566464164299,13.112453580216396,135.13216902273132,141.03063507127695
2023-01-24,Adilabad,95.7196090628741,9.044236249616674,9.513551753227327,90.23903341953968,95.32903505932931
2023-01-25,Adilabad,109.54572808582682,14.851655325391205,29.668079922442868,80.17957154870209,86.17454124588639
2023-01-26,Adilabad,61.065526256711344,10.03407649003492,9.33767818697284,46.23711427809442,53.47310925842111
2023-01-27,Adilabad,62.35461570052804,11.574200574596968,8.667938025639826,48.16107696571109,55.04371424933221
2023-01-28,Adilabad,106.44040163826192,10.901260548622457,11.635163864107296,86.31552772203915,93.95855833470824
2023-01-29,Adilabad,103.42830365493823,16.24162048271359,23.50856178889563,87.6083240231977,94.25579389290972
2023-01-30,Adilabad,164.7911218198299,18.480040357471378,29.05520866850569,138.48281946270893,146.81132498306803
2023-01-31,Adilabad,145.1665911585515,9.151267077175278,8.021553649089519,114.15477374123503,121.9873803606761
2023-02-01,Adilabad,116.81548986438048,14.320164482312666,24.523945065374143,89.59627111192898,96.794946560886
2023-02-02,Adilabad,148.15335046287606,12.314604194571643,17.42850877733609,120.192458449664,127.06248511063764
2023-02-03,Adilabad,87.19656950315334,12.443591617094611,6.97480189776009,67.83536933952729,74.13137943760458
2023-02-04,Adilabad,138.91709783432407,9.12387207773665,13.44108134675038,125.93787858230256,131.02792257645726
2023-02-05,Adilabad,132.82267275019134,10.03762663681329,15.142983540616871,113.573741170086,118.10189398605884
2023-02-06,Adilabad,106.48922193375584,15.036504658537876,26.53441523347836,81.22235632402572,87.70149273621472
2023-02-07,Adilabad,63.450281926636926,11.324462741036092,9.299740464768348,44.8105565956209,55.72546348986011
2023-02-08,Adilabad,109.25667678499386,10.31860546179799,11.109768387425753,67.59486642561501,135.94445826509144
2023-02-09,Adilabad,119.4078792864885,8.606723330751716,8.493549552627922,82.8743886242815,97.81731067719724
2023-02-10,Adilabad,92.63391283792257,11.69078987382994,18.04428370275973,55.4556894073289,68.51877383445176
2023-02-11,Adilabad,85.23533848124588,10.60395626901196,13.388954335208442,66.96309050811111,78.14397702181218
2023-02-12,Adilabad,63.822452139218186,4.4726059217132965,1.063526505236298,40.661810288593465,51.24497720052644
2023-02-13,Adilabad,57.50635752522478,8.621308633403595,6.049113040424293,32.738996603171884,41.34507122253635
2023-02-14,Adilabad,70.43118828660005,7.723291108679738,6.010809452528215,57.02670231775505,65.42894052524123
2023-02-15,Adilabad,81.62734035466573,9.871180222395218,5.734906361520993,61.91338504101312,73.32477041134176
2023-02-16,Adilabad,137.5933163809732,6.289395010084886,12.813819844513617,130.76872910772653,139.01695484803764
2023-02-17,Adilabad,82.98397936943203,9.45322202491029,9.119754999371422,58.66091300243152,67.01142391089849
2023-02-18,Adilabad,80.82088975224622,13.619608349055184,20.050981567137413,55.364674274180814,65.05258374268846
2023-02-19,Adilabad,80.03826859642166,9.232919837963408,12.123473197356184,43.41488969125994,70.39461380091014
2023-02-20,Adilabad,77.6031469276096,8.021317511252212,14.34134569283971,50.74441688835984,48.1107218424833
2023-02-21,Adilabad,103.04827711983457,6.000909979333742,8.824934965375066,61.110011233333694,66.64544562568173
2023-02-22,Adilabad,86.85130785280029,9.535096711537804,16.910549424731506,66.4472149775819,71.90472656933606
2023-02-23,Adilabad,110.87250973794896,11.380768239308882,11.81885994220867,88.85745080222989,96.66065140103176
2023-02-24,Adilabad,89.04169707260634,6.456316230366817,1.5531169118331851,66.84581361395595,73.58839937842505
2023-02-25,Adilabad,100.9179461171414,12.077636005593105,9.879789352384623,76.36563726811772,83.58512365370996
2023-02-26,Adilabad,93.1942508073864,9.522590716205412,10.319624253605545,73.425508436428,82.17897294561052
